label,spaceMission,launchPlaceName,country,spaceAgencyName,astroName,birthPlaceName,latLong
EXOSAT,http://www.wikidata.org/entity/Q49694,Vandenberg AFB Space Launch Complex 2,United States of America,European Space Agency,,,"34.7545,-120.62"
Earth Observing-1,http://www.wikidata.org/entity/Q765193,Vandenberg AFB Space Launch Complex 2,United States of America,National Aeronautics and Space Administration,,,"34.7545,-120.62"
Earth Radiation Budget Satellite,http://www.wikidata.org/entity/Q49687,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,,,"28.6084,-80.6043"
EchoStar 105/SES-11,http://www.wikidata.org/entity/Q41975718,Kennedy Space Center Launch Complex 39,United States of America,EchoStar,,,"28.6084,-80.6043"
EchoStar 105/SES-11,http://www.wikidata.org/entity/Q41975718,Kennedy Space Center Launch Complex 39,United States of America,SES S.A.,,,"28.6084,-80.6043"
EchoStar VI,http://www.wikidata.org/entity/Q5332652,Spaceport Florida Launch Complex 36,United States of America,EchoStar,,,"28.470555555,-80.54"
EchoStar XVII,http://www.wikidata.org/entity/Q1280750,ELA-3,France,EchoStar,,,"5.2406,-52.7708"
Echostar 21,http://www.wikidata.org/entity/Q18470367,Baikonur Cosmodrome,Kazakhstan,EchoStar,,,"45.9648,63.3051"
EduSAT,http://www.wikidata.org/entity/Q15261005,Dombarovsky,Russia,Italian Space Agency,,,"50.8,59.51666667"
Envisat,http://www.wikidata.org/entity/Q49692,ELA-3,France,European Space Agency,,,"5.2406,-52.7708"
Envisat,http://www.wikidata.org/entity/Q49692,Guiana Space Centre,France,European Space Agency,,,"5.237222222,-52.760555555"
Euclid,http://www.wikidata.org/entity/Q578497,Ensemble de Lancement Soyouz,France,European Space Agency,,,"5.301861,-52.834582"
Eutelsat 115 West B,http://www.wikidata.org/entity/Q19467731,Cape Canaveral Air Force Station Space Launch Complex 40,United States of America,Eutelsat,,,"28.5621,-80.5772"
Eutelsat 21B,http://www.wikidata.org/entity/Q207740,ELA-3,France,Eutelsat,,,"5.2406,-52.7708"
Eutelsat 25B/Es'hail 1,http://www.wikidata.org/entity/Q14753790,ELA-3,France,Es'hailSat,,,"5.2406,-52.7708"
Eutelsat 25B/Es'hail 1,http://www.wikidata.org/entity/Q14753790,ELA-3,France,Eutelsat,,,"5.2406,-52.7708"
Eutelsat 28A,http://www.wikidata.org/entity/Q1378814,ELA-3,France,Eutelsat,,,"5.2406,-52.7708"
Eutelsat 28B,http://www.wikidata.org/entity/Q1303008,ELA-3,France,Eutelsat,,,"5.2406,-52.7708"
Eutelsat 33A,http://www.wikidata.org/entity/Q336730,ELA-3,France,Eutelsat,,,"5.2406,-52.7708"
Eutelsat 36A,http://www.wikidata.org/entity/Q1378811,Spaceport Florida Launch Complex 36,United States of America,Eutelsat,,,"28.470555555,-80.54"
Eutelsat 5 West A,http://www.wikidata.org/entity/Q448667,ELA-3,France,Eutelsat,,,"5.2406,-52.7708"
Eutelsat 8 West C,http://www.wikidata.org/entity/Q1378846,Cape Canaveral Air Force Station Space Launch Complex 41,United States of America,Eutelsat,,,"28.5833,-80.5831"
Exploration Mission 1,http://www.wikidata.org/entity/Q3389152,Kennedy Space Center Launch Complex 39,United States of America,European Space Agency,,,"28.6084,-80.6043"
Exploration Mission 1,http://www.wikidata.org/entity/Q3389152,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,,,"28.6084,-80.6043"
Explorer 1,http://www.wikidata.org/entity/Q49901,Cape Canaveral Air Force Station Launch Complex 26,United States of America,Army Ballistic Missile Agency,,,"28.444166666,-80.571388888"
Explorer 9,http://www.wikidata.org/entity/Q49897,Wallops Flight Facility Launch Area 3,United States of America,National Aeronautics and Space Administration,,,"37.8506,-75.4725"
FUNcube-1,http://www.wikidata.org/entity/Q15261051,Dombarovsky,Russia,AMSAT,,,"50.8,59.51666667"
Falcon 9 Flight 20,http://www.wikidata.org/entity/Q21738197,Cape Canaveral Air Force Station Space Launch Complex 40,United States of America,SpaceX,,,"28.5621,-80.5772"
Formosat-1,http://www.wikidata.org/entity/Q700995,Spaceport Florida Launch Complex 46,United States of America,National Space Organization,,,"28.4585,-80.5284"
Formosat-2,http://www.wikidata.org/entity/Q701840,Vandenberg AFB Launch Complex 576,United States of America,National Space Organization,,,"34.7394,-120.619"
Formosat-5,http://www.wikidata.org/entity/Q15915007,Vandenberg Air Force Base,United States of America,National Space Organization,,,"34.750833,-120.497778"
Formosat-5,http://www.wikidata.org/entity/Q15915007,Vandenberg Air Force Base,United States of America,National Space Organization,,,"34.7483,-120.51817"
Foton-M2,http://www.wikidata.org/entity/Q541525,Gagarin's Start,Kazakhstan,Roscosmos State Corporation,,,"45.920277777,63.342222222"
GEOTAIL,http://www.wikidata.org/entity/Q49965,Cape Canaveral Air Force Station Space Launch Complex 17,United States of America,Institute of Space and Astronautical Science,,,"28.4467,-80.5661"
GOES 1,http://www.wikidata.org/entity/Q3813727,Cape Canaveral Air Force Station Space Launch Complex 17,United States of America,National Oceanic and Atmospheric Administration,,,"28.4467,-80.5661"
GOES 10,http://www.wikidata.org/entity/Q28728,Spaceport Florida Launch Complex 36,United States of America,National Oceanic and Atmospheric Administration,,,"28.470555555,-80.54"
GOES 11,http://www.wikidata.org/entity/Q31563,Spaceport Florida Launch Complex 36,United States of America,National Oceanic and Atmospheric Administration,,,"28.470555555,-80.54"
GOES 12,http://www.wikidata.org/entity/Q31562,Spaceport Florida Launch Complex 36,United States of America,National Oceanic and Atmospheric Administration,,,"28.470555555,-80.54"
GOES 13,http://www.wikidata.org/entity/Q3813802,Cape Canaveral Air Force Station Space Launch Complex 37,United States of America,National Oceanic and Atmospheric Administration,,,"28.532,-80.5668"
GOES 14,http://www.wikidata.org/entity/Q40784,Cape Canaveral Air Force Station Space Launch Complex 37,United States of America,National Aeronautics and Space Administration,,,"28.532,-80.5668"
GOES 14,http://www.wikidata.org/entity/Q40784,Cape Canaveral Air Force Station Space Launch Complex 37,United States of America,National Oceanic and Atmospheric Administration,,,"28.532,-80.5668"
GOES 15,http://www.wikidata.org/entity/Q40773,Cape Canaveral Air Force Station Space Launch Complex 37,United States of America,National Oceanic and Atmospheric Administration,,,"28.532,-80.5668"
GOES 8,http://www.wikidata.org/entity/Q28726,Spaceport Florida Launch Complex 36,United States of America,National Oceanic and Atmospheric Administration,,,"28.470555555,-80.54"
GOES 9,http://www.wikidata.org/entity/Q28637,Spaceport Florida Launch Complex 36,United States of America,National Oceanic and Atmospheric Administration,,,"28.470555555,-80.54"
GOES-16,http://www.wikidata.org/entity/Q5514055,Cape Canaveral Air Force Station,United States of America,National Aeronautics and Space Administration,,,"28.488888888,-80.577777777"
GOES-16,http://www.wikidata.org/entity/Q5514055,Cape Canaveral Air Force Station,United States of America,National Oceanic and Atmospheric Administration,,,"28.488888888,-80.577777777"
GOES-G,http://www.wikidata.org/entity/Q5514054,Cape Canaveral Air Force Station Space Launch Complex 17,United States of America,National Oceanic and Atmospheric Administration,,,"28.4467,-80.5661"
GPS IIR-1,http://www.wikidata.org/entity/Q5514331,Cape Canaveral Air Force Station Space Launch Complex 17,United States of America,United States Air Force,,,"28.4467,-80.5661"
GSAT-1,http://www.wikidata.org/entity/Q5514533,Satish Dhawan Space Centre First Launch Pad,India,Indian Space Research Organization,,,"13.733,80.235"
GSAT-12,http://www.wikidata.org/entity/Q1486864,Satish Dhawan Space Centre Second Launch Pad,India,Indian Space Research Organization,,,"13.7199,80.2304"
GSAT-14,http://www.wikidata.org/entity/Q14554285,Satish Dhawan Space Centre Second Launch Pad,India,Indian Space Research Organization,,,"13.7199,80.2304"
GSAT-15,http://www.wikidata.org/entity/Q17019699,ELA-3,France,Indian Space Research Organization,,,"5.2406,-52.7708"
GSAT-16,http://www.wikidata.org/entity/Q17019715,ELA-3,France,Indian Space Research Organization,,,"5.2406,-52.7708"
GSAT-17,http://www.wikidata.org/entity/Q18480132,ELA-3,France,Indian National Satellite System,,,"5.2406,-52.7708"
GSAT-2,http://www.wikidata.org/entity/Q5514535,Satish Dhawan Space Centre First Launch Pad,India,Indian Space Research Organization,,,"13.733,80.235"
GSAT-3,http://www.wikidata.org/entity/Q616738,Satish Dhawan Space Centre First Launch Pad,India,Indian Space Research Organization,,,"13.733,80.235"
GSAT-4,http://www.wikidata.org/entity/Q3567386,Satish Dhawan Space Centre Second Launch Pad,India,Indian Space Research Organization,,,"13.7199,80.2304"
GSAT-5P,http://www.wikidata.org/entity/Q599953,Satish Dhawan Space Centre Second Launch Pad,India,Indian Space Research Organization,,,"13.7199,80.2304"
GSAT-6A,http://www.wikidata.org/entity/Q18480158,Satish Dhawan Space Centre Second Launch Pad,India,Indian Space Research Organization,,,"13.7199,80.2304"
GSAT-8,http://www.wikidata.org/entity/Q3278428,ELA-3,France,Indian Space Research Organization,,,"5.2406,-52.7708"
GSAT-9,http://www.wikidata.org/entity/Q5514536,Satish Dhawan Space Centre Second Launch Pad,India,Indian Space Research Organization,,,"13.7199,80.2304"
GSAT0101,http://www.wikidata.org/entity/Q14083892,Ensemble de Lancement Soyouz,France,European GNSS Agency,,,"5.301861,-52.834582"
GSAT0101,http://www.wikidata.org/entity/Q14083892,Guiana Space Centre,France,European GNSS Agency,,,"5.237222222,-52.760555555"
GSAT0102,http://www.wikidata.org/entity/Q14083893,Ensemble de Lancement Soyouz,France,European GNSS Agency,,,"5.301861,-52.834582"
GSAT0103,http://www.wikidata.org/entity/Q14083940,Ensemble de Lancement Soyouz,France,European GNSS Agency,,,"5.301861,-52.834582"
GSAT0104,http://www.wikidata.org/entity/Q14083942,Ensemble de Lancement Soyouz,France,European GNSS Agency,,,"5.301861,-52.834582"
GSAT0201,http://www.wikidata.org/entity/Q18327730,Ensemble de Lancement Soyouz,France,European GNSS Agency,,,"5.301861,-52.834582"
GSAT0202,http://www.wikidata.org/entity/Q18327729,Ensemble de Lancement Soyouz,France,European GNSS Agency,,,"5.301861,-52.834582"
GSAT0203,http://www.wikidata.org/entity/Q20557838,Ensemble de Lancement Soyouz,France,European GNSS Agency,,,"5.301861,-52.834582"
GSAT0204,http://www.wikidata.org/entity/Q20557849,Ensemble de Lancement Soyouz,France,European GNSS Agency,,,"5.301861,-52.834582"
GSAT0205,http://www.wikidata.org/entity/Q26263016,Ensemble de Lancement Soyouz,France,European GNSS Agency,,,"5.301861,-52.834582"
GSAT0206,http://www.wikidata.org/entity/Q26263017,Ensemble de Lancement Soyouz,France,European GNSS Agency,,,"5.301861,-52.834582"
GSAT0207,http://www.wikidata.org/entity/Q28058236,ELA-3,France,European GNSS Agency,,,"5.2406,-52.7708"
GSAT0208,http://www.wikidata.org/entity/Q26263018,Ensemble de Lancement Soyouz,France,European GNSS Agency,,,"5.301861,-52.834582"
GSAT0209,http://www.wikidata.org/entity/Q26263019,Ensemble de Lancement Soyouz,France,European GNSS Agency,,,"5.301861,-52.834582"
GSAT0210,http://www.wikidata.org/entity/Q26263020,Ensemble de Lancement Soyouz,France,European GNSS Agency,,,"5.301861,-52.834582"
GSAT0211,http://www.wikidata.org/entity/Q26263021,Ensemble de Lancement Soyouz,France,European GNSS Agency,,,"5.301861,-52.834582"
GSAT0212,http://www.wikidata.org/entity/Q28058237,ELA-3,France,European GNSS Agency,,,"5.2406,-52.7708"
GSAT0213,http://www.wikidata.org/entity/Q28058238,ELA-3,France,European GNSS Agency,,,"5.2406,-52.7708"
GSAT0214,http://www.wikidata.org/entity/Q28058239,ELA-3,France,European GNSS Agency,,,"5.2406,-52.7708"
Gaia,http://www.wikidata.org/entity/Q767805,Ensemble de Lancement Soyouz,France,European Space Agency,,,"5.301861,-52.834582"
Galaxy 1,http://www.wikidata.org/entity/Q5518095,Cape Canaveral Air Force Station Space Launch Complex 17,United States of America,Hughes Communications,,,"28.4467,-80.5661"
Galaxy 15,http://www.wikidata.org/entity/Q5518098,ELA-3,France,PanAmSat,,,"5.2406,-52.7708"
Galaxy 17,http://www.wikidata.org/entity/Q5518104,ELA-3,France,Intelsat,,,"5.2406,-52.7708"
Gamma,http://www.wikidata.org/entity/Q49947,Gagarin's Start,Kazakhstan,Roscosmos State Corporation,,,"45.920277777,63.342222222"
Gaofen 1,http://www.wikidata.org/entity/Q12230697,Jiuquan Satellite Launch Center,People's Republic of China,China National Space Administration,,,"40.9675,100.278611111"
Gemini 1,http://www.wikidata.org/entity/Q643872,Cape Canaveral Air Force Station Launch Complex 19,United States of America,National Aeronautics and Space Administration,,,"28.5067,-80.5542"
Gemini 10,http://www.wikidata.org/entity/Q752799,Cape Canaveral Air Force Station,United States of America,National Aeronautics and Space Administration,John Young,San Francisco,"28.488888888,-80.577777777"
Gemini 10,http://www.wikidata.org/entity/Q752799,Cape Canaveral Air Force Station,United States of America,National Aeronautics and Space Administration,Michael Collins,Rome,"28.488888888,-80.577777777"
Gemini 11,http://www.wikidata.org/entity/Q836047,Cape Canaveral Air Force Station,United States of America,National Aeronautics and Space Administration,Pete Conrad,Philadelphia,"28.488888888,-80.577777777"
Gemini 11,http://www.wikidata.org/entity/Q836047,Cape Canaveral Air Force Station,United States of America,National Aeronautics and Space Administration,Richard F. Gordon,Seattle,"28.488888888,-80.577777777"
Gemini 12,http://www.wikidata.org/entity/Q259770,Cape Canaveral Air Force Station,United States of America,National Aeronautics and Space Administration,Buzz Aldrin,Glen Ridge,"28.488888888,-80.577777777"
Gemini 12,http://www.wikidata.org/entity/Q259770,Cape Canaveral Air Force Station,United States of America,National Aeronautics and Space Administration,Jim Lovell,Cleveland,"28.488888888,-80.577777777"
Gemini 2,http://www.wikidata.org/entity/Q739203,Cape Canaveral Air Force Station,United States of America,National Aeronautics and Space Administration,,,"28.488888888,-80.577777777"
Gemini 3,http://www.wikidata.org/entity/Q682628,Cape Canaveral Air Force Station,United States of America,National Aeronautics and Space Administration,Gus Grissom,Lawrence County,"28.488888888,-80.577777777"
Gemini 3,http://www.wikidata.org/entity/Q682628,Cape Canaveral Air Force Station,United States of America,National Aeronautics and Space Administration,John Young,San Francisco,"28.488888888,-80.577777777"
Gemini 4,http://www.wikidata.org/entity/Q747769,Cape Canaveral Air Force Station,United States of America,National Aeronautics and Space Administration,Edward Higgins White,San Antonio,"28.488888888,-80.577777777"
Gemini 4,http://www.wikidata.org/entity/Q747769,Cape Canaveral Air Force Station,United States of America,National Aeronautics and Space Administration,James McDivitt,Chicago,"28.488888888,-80.577777777"
Gemini 5,http://www.wikidata.org/entity/Q725849,Cape Canaveral Air Force Station,United States of America,National Aeronautics and Space Administration,Gordon Cooper,Shawnee,"28.488888888,-80.577777777"
Gemini 5,http://www.wikidata.org/entity/Q725849,Cape Canaveral Air Force Station,United States of America,National Aeronautics and Space Administration,Pete Conrad,Philadelphia,"28.488888888,-80.577777777"
